No.,Business_Name,Pre_Crash_Mode,AV,OtherVeh,Weather,Lighting,Collision_Type,Damage_Detail
320,Argo AI,Conventional,Stopped,Making Right Turn,Clear,Daylight,Rear End,"An Argo AI Autonomous Vehicle (?Argo AV?) traveling southbound in manual mode on El Camino Real was involved in a collision. As the Argo AV was attempting to make a right turn from El Camino Real onto Page Mill Road, a pedestrian entered the crosswalk. Argo?s Vehicle Operator brought the vehicle to a complete stop and the vehicle directly behind the Argo AV made contact with the Argo AV?s rear bumper. The Argo AV sustained minor damage to its rear bumper. The police were not called. The evening after the incident, minor injuries were reported by the Argo Vehicle Operator located in the right seat. "
321,Cruise,Autonomous,Stopped,Unknown,Clear,Daylight,Side Swipe,"A Cruise autonomous vehicle (?Cruise AV?), operating in autonomous mode, was stopped at a red light on northbound 6th Street at the intersection with Harrison Street when a lane-splitting cyclist made contact with the Cruise AV?s right side mirror, damaging the mirror. The cyclist did not stop. There were no injuries and police were not called."
322,Argo AI,Autonomous,Stopped,Stopped,Clear,Daylight,Rear End,"An Argo AI Autonomous Vehicle (""Argo AV"") traveling northeast bound on Stanford Ave was involved in a collision. The Argo AV came to a complete stop at the stop sign located at the intersection of Stanford Ave and Bowdoin Ave. When the Argo AV began to accelerate the vehicle directly behind the Argo AV made contact with the Argo AV's rear bumper. The Argo AV sustained minor damage to its rear bumper. No injuries were reported at the scene and the police were not contacted."
323,Zoox,Conventional,Slowing/Stopping,Proceeding Straight,Clear,Daylight,Side Swipe,"While providing space to pass, a Zoox vehicle in conventional mode was slowly moving forward in response to an oncoming truck. While passing, the truck came into contact with the Zoox vehicle's rear radar sensor. There were no injuries and the police were not called."
324,Cruise,Autonomous,Proceeding Straight,Proceeding Straight,Clear,Daylight,Broadside,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling westbound on Clement Street. As the Cruise AV was in the intersection with 26th Avenue, a blue Toyota Matrix traveling northbound on 26th Avenue failed to yield and entered the intersection. The Toyota made contact with the Cruise AV's front left bumper and damaged the bumper wheel and the wheel cover. After the incident, the passenger in the Cruise AV reported minor shoulder soreness. There were no additional injuries reported and police were not called."
325,Google,Conventional,Making Left Turn,Proceeding Straight,Cloudy,Daylight,Broadside,"On July 12, 2021 at 3:10 PM PDT, a Waymo Autonomous Vehicle (?Waymo AV?) was in a collision involving a van at Broadway and Gough Street in San Francisco. The Waymo AV, while in autonomous mode, was waiting to make a left turn and yielding to oncoming traffic, when the test driver (in the driver?s seating position) transitioned to manual mode and proceeded with a left turn manually. During the left turn, an approaching van struck the right side of the Waymo AV. At the time of the impact, the Waymo AV was in manual mode."
326,Google,Autonomous,Proceeding Straight,Stopped,Clear,Daylight,Other,"On July 14, 2021 at 4:47 PM PDT, a Waymo Autonomous Vehicle (?Waymo AV?) was proceeding straight westbound on Clement Street in San Francisco, when a passenger vehicle struck the Waymo AV from behind two times. The passenger vehicle then struck the Waymo AV a third time, on the left side of the Waymo AV, as it passed on the left, then immediately fled the scene. The San Francisco Police Department is investigating the event as a criminal act. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position)."
327,Cruise,Autonomous,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Side Swipe,"McAllister Street at the intersection with Scott Street. Another vehicle approaching from the rear made contact with the Cruise AV's rear bumper, damaging the rear left bumper. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called."
329,Cruise ,Conventional,Making Left Turn,Proceeding Straight,Clear,Daylight,Broadside,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling northbound on 5th Street and yielding to oncoming traffic before making a left turn onto westbound Howard Street. The Cruise AV was yielding to an oncoming electric scooterist when the light turned from green to yellow. The driver of the Cruise AV disengaged from autonomous mode to make the left turn and, shortly thereafter, the electric scooterist made contact with the right side of the Cruise AV, damaging the Cruise AV's front and rear passenger doors. The electric scooterist reported soreness and bruising and the San Francisco police were called. It is unknown at this time whether an investigation is being conducted by law enforcement."
330,Google,Conventional,Stopped,Unknown,Clear,Daylight,Broadside,"On August 1, 2021 at 4:48 PM PDT, a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was struck by a bicycle at Cabrillo Street and 23rd Avenue. The Waymo AV had stopped at a stop sign on Cabrillo Street and, when the intersection was clear, began to proceed westbound through the intersection with 23rd Avenue. At approximately the same time, a cyclist traveling northbound ran the stop sign on 23rd Avenue, began to turn right onto Cabrillo Street but immediately veered left to continue northbound across the crosswalk on Cabrillo Street, where it struck the rear driver?s side of the Waymo AV. The cyclist stayed upright and immediately rode away, continuing northbound on 23rd Avenue. The bicycle caused minor scratches and marks on the rear driver?s side bumper of the Waymo AV. The Waymo AV was operating with a driver (in the driver?s seating position), who transitioned the vehicle from autonomous to manual mode approximately 1 second before the impact occurred. At the time of impact, the Waymo AV was in manual mode."
331,Cruise ,Conventional,Proceeding Straight,Unknown,Clear,Daylight,Broadside,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling westbound on Balboa Street. As the Cruise AV was in the intersection with 24th Avenue, a silver Toyota Tundra traveling northbound on 24th Avenue failed to yield and continued to enter the intersection. The AVTO disengaged from autonomous mode; nevertheless the Toyota made contact with the Cruise AV's left rear panel and damaged the rear left bumper. There were no injuries and police were not called."
332,Google,Conventional,Proceeding Straight,Parked,Cloudy,Daylight,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a parked vehicle on the 200 block of Parnassus Avenue. While operating in manual mode, the operator of the Waymo vehicle was attempting to enter the adjacent travel lane from a parallel parked position on the right-hand edge of the street, when they made contact with the rear of a vehicle parked directly in front of the Waymo vehicle. The Waymo vehicle sustained minor damage to the front bumper and sensor casing. The other party?s vehicle sustained minor scratches and denting to the rear bumper."
333,Google,Conventional,Making Right Turn,Parked,Clear,Daylight,Side Swipe,"A Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a parked vehicle at Alabama Street at 24th Street. While operating in manual mode, the Waymo AV was driving southbound on Alabama Street and nearing the intersection at 24th Street. While navigating the narrow roadway with an oncoming vehicle, the Waymo AV made contact with a parked vehicle on the right side of the road causing minor scrapes to both vehicles."
336,Google,Conventional,Stopped,Proceeding Straight,Cloudy,Daylight,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving a vehicle at Scott Street and Sacramento Street. While operating in autonomous mode, the Waymo AV was stopped at a stop sign intersection yielding to a pedestrian in the crosswalk as a passenger vehicle arrived at the intersection from the left.  Once the pedestrian cleared the crosswalk, the Waymo AV started to proceed at the same time as the passenger vehicle to the left. The driver of the Waymo AV transitioned into manual mode, bringing the vehicle to a stop and the passenger vehicle behind the AV accelerated into the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. "
337,Google,Autonomous,Stopped,Changing Lanes,Clear,Daylight,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Bush Street and Grant Avenue. The Waymo AV was stopped in traffic while in autonomous mode when the passenger vehicle approached from behind while changing lanes. The passenger vehicle struck the rear of the stopped Waymo AV traveling at 5.5 miles per hour and left the scene. The left rear bumper of the Waymo AV sustained minor damage."
338,Google,Autonomous,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Presidio Avenue and Bush Street. The Waymo AV was stopped at a red light in autonomous mode when the passenger vehicle behind the AV made contact with the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. The passenger vehicle appeared to sustain minor scuffing or no damage."
339,Cruise,Autonomous,Proceeding Straight,Proceeding Straight,Clear,Dark-Street Lights,Head-On,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling southbound on Steiner Street between McAllister Street and Fulton Street. The Cruise AV was traveling 24.4 mph upon entering the intersection with Fulton Street on a green light. As the Cruise AV continued through the intersection, a bicyclist traveling eastbound on Fulton Street failed to stop for their red light and entered the intersection. The Cruise AV was disengaged from autonomous mode and the Cruise AV operator braked to a speed of 8.7 mph and, shortly thereafter, the bicyclist made contact with the Cruise AV, damaging the front of the Cruise AV and the bicycle. The cyclist verbally reported they were okay. However, the Cruise AV Operator noticed minor injuries to the cyclict. Police and Emergency Medical Services were called, but the cyclist left the scene before the police or EMS arrived."
340,Cruise,Conventional,Parked,Parking Manuever,Clear,Dark-Street Lights,Rear End,"A Cruise autonomous vehicle (""Cruise AV"") in conventional mode was involved in a collision on eastbound Fulton Street between Steiner Street and Pierce Street. While the Cruise AV was parked parallel to the curb on the street, another vehicle attempting to park made contact with the rear bumper of the Cruise AV, damaging the Cruise AV's rear bumper. There were no injuries and police were not called."
341,Google,Conventional,Backing,Parked,Clear,Daylight,Other,"On August 31, 2021 at 5:41 PM PDT, Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at 20 Cook Street. While performing a multipoint turn at the north end of Cook Street (a dead-end road), the Waymo AV was in reverse at approximately 2 MPH when it made contact with the front driver?s side door of an unoccupied parked passenger vehicle. The Waymo AV was in autonomous mode until just before making contact, when the test driver transitioned the Waymo AV into manual mode. The contact caused minor scuffing and a small dent in the door handle of the parked vehicle?s driver door and minor damage to the plastic sensor housing on the Waymo AV?s rear passenger?s side."
342,Google,Conventional,Entering Traffic,Passing Other Vehicle,Clear,Daylight,Side Swipe,"On August 31, 2021 at 7:30 AM PDT, a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving another vehicle near the intersection of 25th Street at York Street. The Waymo AV was stopped near the end of the 2500 block of 25th Street after having executed a pull-over in autonomous mode, at which time the operator of the Waymo AV took manual control of the Waymo AV and proceeded into the driving lane. The Waymo AV then made contact with the right rear fender of a passenger vehicle passing the Waymo AV on the left side. Both vehicles incurred minor damage."
343,Google,Autonomous,Backing,Parked,Clear,Dark-Street Lights,Other,"On September 2, 2021 at 1:56 AM PDT, a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at the north end of 8th Avenue (a dead-end road). While performing a multipoint turn in autonomous mode, the Waymo AV was reversing at approximately 2 MPH when it made contact with the rear tail light of an unoccupied parked passenger vehicle. The contact caused a small break in the tail light cover of the parked vehicle and minor damage to the rear bumper of the Waymo AV."
344,Zoox,Autonomous,Making Right Turn,Making Right Turn,Clear,Dark-Street Lights,Side Swipe,"A Zoox vehicle in autonomous mode making a right turn onto Essex St, fro Folsom St., when a passenger vehicle in the left adjacent turn lane encroached into its lane and made contact with the left bumper and sensors of the Zoox vehicle. There were no injuries and the police were not called."
345,Google,Conventional,Proceeding Straight,Proceeding Straight,Cloudy,Daylight,Rear End,"On August 13, 2021 at 8:04 AM PDT, a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving a van at Oakdale Avenue and Toland Street. While in manual mode and traveling northwest on Oakdale Avenue, the Waymo AV was approaching slower lead traffic at the stop sign intersection at Toland Street. As the Waymo AV?s operator (in the driver?s seating position) slowed the Waymo AV, a van made contact with the rear of the Waymo AV. The Waymo AV sustained minor damage to the underside of its rear bumper; the van did not appear to sustain damage."
346,Google,Conventional,Making Left Turn,Passing Other Vehicle,Clear,Daylight,Side Swipe,"On September 16, 2021 at 5:14 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Palou Avenue and Selby Avenue. While making a left turn from Palou Avenue onto Selby Avenue in manual mode, the Waymo AV was struck by a passenger vehicle attempting to pass the Waymo AV on the left side using the oncoming traffic lane. The Waymo AV sustained minor damage to the left front fender. The other vehicle left the scene without exchanging information."
347,Google,Conventional,Stopped,Backing,Clear,Daylight,Side Swipe,"On September 17, 2021 at 11:39 AM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle on the 400 block of Washington Street. While in autonomous mode, the Waymo AV was stopped behind a double-parked passenger vehicle in the right-hand lane of traffic with slow-moving (same directional) traffic to its left. The driver of the Waymo AV transitioned the vehicle to manual mode and initiated a lane change into the congested left-hand lane. Before the driver of the Waymo AV could complete this maneuver, the passenger vehicle in front of the Waymo AV shifted into reverse and proceeded to make contact with the rear right sensor of the Waymo AV. Both vehicles sustained minor damage."
348,Google,Conventional,Stopped,Proceeding Straight,Clear,Daylight,Side Swipe,"On September 17, 2021 at 12:30 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at York Street and Cesar Chavez. The Waymo AV was waiting to turn right onto Cesar Chavez in autonomous mode when the driver transitioned to manual mode. A passenger vehicle was in the process of completing a right turn from Cesar Chavez onto York Street and made contact with the front left fender of the stopped Waymo AV, before proceeding straight through the narrow roadway. The Waymo sustained minor damage to the fender. The other vehicle left the scene without exchanging information."
349,Zoox,Conventional,Stopped,Stopped,Clear,Daylight,Broadside,"A Zoox vehicle in manual mode was stopped in the left turn lane, when a passenger vehicle approaching from the rear in the right adjacent lane collided into the right passenger side doors of the Zoox vehicle. The passenger vehicle immediately fled the scene. The Zoox vehicle incurred moderate damage to the right side passenger doors. The police were not called at the scene but a police report was filed. There were no injuries."
350,Google,Conventional,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"On September 22, 2021 at 4:29 AM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving a passenger vehicle at Lombard Street and Scott Street. The Waymo AV was stopped at a red light facing west on Lombard Street in manual mode. A passenger vehicle approaching the rear of the Waymo AV at approximately 26 miles per hour collided with the right rear bumper of the vehicle. Both vehicles sustained major damage. Occupants of the Waymo vehicle reported soreness in their shoulders after leaving the scene."
351,Cruise,Conventional,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was traveling northbound on 3rd Street between Marin Street and Cesar Chavez Street. As the Cruise AV was stopped behind another vehicle, a 2020 Chevy Bolt behind the Cruise AV made contact with the Cruise AV, damaging the rear center bumper of the Cruise AV. The Cruise AV operator reported injuries. Police were not called to the scene."
353,Google,Autonomous,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"On October 1, 2021 at 3:51 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving an SUV at John F. Kennedy Drive at Stanyan Street.  The Waymo AV was traveling in autonomous mode westbound on Fell Street / John F. Kennedy Drive when it stopped for pedestrians who were in a crosswalk and between the westbound and eastbound lanes of John F. Kennedy Drive. An SUV following behind the Waymo AV struck the rear of the Waymo AV. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood. The Waymo AV test driver later reported lower back pain."
354,Cruise,Autonomous,Stopped,Backing,Clear,Dark-Street Lights,Head-On,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was at a complete stop in response a stop sign on northbound Capp Street at the intersection with 22nd Street. An SFPD 2016 Ford Explorer that was in front of the Cruise AV reversed from the intersection of Capp Street and 22nd Street and made contact with the Cruise AV's front bumper, damaging the front bumper. There were no injuries and the officer that struck the Cruise AV filed a police report."
355,Google,Conventional,Stopped,Unknown,Clear,Dark-Street Lights,Side Swipe,"On October 4, 2021 at 11:12 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Mission Street and Highland Street. While operating in manual mode, a Waymo AV was waiting at a red light facing southbound on Mission Street when a passenger vehicle approached from behind and made contact with the right rear sensor housing of the Waymo AV. The Waymo AV sustained minor damage to the sensor housing.The passenger vehicle left the scene."
356,Google,Conventional,Stopped,Backing,Clear,Dusk-Dawn,Head-On,"On October 8, 2021 at 6:39 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Mission Street at Avalon Avenue. While traveling northwest on Mission Street in autonomous mode, the Waymo AV navigated around a double-parked vehicle stopped in the right lane. After re-entering the right lane, the Waymo AV came to a complete stop behind a second passenger vehicle, at which time the driver of the Waymo AV transitioned into manual mode. The second passenger vehicle reversed into the Waymo AV, making contact with its front bumper. Both vehicles sustained minor bumper damage."
357,Google,Conventional,Parking Manuever,Parked,Cloudy,Dusk-Dawn,Head-On,"On October 8, 2021 at 8:39 AM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Ellsworth Street and Jarboe Avenue. While operating in manual mode, the driver of the Waymo AV pulled into the right parking lane to park. In the process, the Waymo AV made contact with the bumper of a parked vehicle. Both vehicles sustained minor bumper damage. "
358,Google,Autonomous,Slowing/Stopping,Proceeding Straight,Clear,Daylight,Rear End,"On October 18, 2021 at 12:57 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving an SUV at Cesar Chavez and Evans Avenue. As the Waymo AV approached a right turn from Cesar Chavez onto Evans Avenue, it braked behind stopped traffic. An SUV following behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present in the driver?s seating position. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood."
359,Google,Conventional,Changing Lanes,Proceeding Straight,Clear,Daylight,Side Swipe,"On October 19, 2021 at 12:33 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger car on California Street between Jordan Avenue and Cherry Street. While in manual mode and stopped behind traffic waiting to make an unprotected left turn from California Street onto Cherry Street, the Waymo AV test driver attempted to make a right lane change to proceed around its stopped lead vehicle, and made contact with a passenger vehicle traveling in the right adjacent lane. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage to its front passenger side bumper corner and sensor hardware, and the passenger vehicle sustained moderate scraping and denting on the driver?s side rear passenger door."
360,Google,Conventional,Slowing/Stopping,Backing,Cloudy,Daylight,Side Swipe,"On October 21, 2021 at 1:55 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving a passenger vehicle at Larkin Street and O'Farrell Street. While in manual mode, the Waymo AV was slowly approaching stopped traffic ahead when a vehicle in the right adjacent lane started reversing into a parallel parking space. In the process,  the front left bumper of the passenger vehicle scraped the right side panels and bumper of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage."
361,Zoox,Conventional,Proceeding Straight,Making Right Turn,Cloudy,Daylight,Side Swipe,"While in manual mode, the Zoox vehicle was proceeding straight on Columbus St. through the intersection at Mason, when a pickup truck in the left adjacent lane turned right in front of the Zoox vehicle. The truck contacted the Zoox vehicle which incurred minor damage to its front left bumper. There were no injuries and the police were not called."
362,Argo AI,Autonomous,Stopped,Making Right Turn,Clear,Daylight,Rear End,"An Argo AI Autonomous Vehicle (?Argo AV?) was involved in a rear-end collision on Grant Ave. The Argo AV came to a complete stop at the stop sign located at the intersection of Grant Ave. and El Camino Real. After the Argo AV began to initiate a right-hand turn, the Argo AV came to a stop in response to oncoming traffic. A vehicle trailing behind the Argo AV moved forward and contacted the Argo AV?s left rear bumper. The Argo AV sustained minor damage to its left rear bumper."
363,Google,Conventional,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"On October 27, 2021 at 3:54 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving a passenger vehicle at Flower Street and Bayshore Avenue.  While in manual mode, the operator of the Waymo AV was at a complete stop while yielding to traffic approaching from the left, waiting to make a left turn onto Bayshore Avenue from northwest Flower Street.  A passenger vehicle approached from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage."
364,Google,Conventional,Making Left Turn,Proceeding Straight,Clear,Dark-Street Lights,Head-On,"On October 28, 2021 at 9:35 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a van at Silver Avenue at Bayshore Boulevard. The Waymo AV, while in autonomous mode, was waiting to make a left turn from Silver Avenue onto Bayshore Boulevard and yielding to oncoming traffic, when the test driver (in the driver?s seating position) transitioned to manual mode and proceeded with a left turn manually. During the left turn, an approaching van made contact with the front bumper of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage to its front bumper, and the van sustained minor damage to its front bumper."
365,Pony.AI,Autonomous,Changing Lanes,Unknown,Clear,Daylight,Hit Object,"On October 28, 2021, after turning right onto Fremont Blvd from Cushing Pkwy, the Pony.ai Autonomous Vehicle (""Pony.ai AV"") performed a left lane change maneuver in autonomous mode. While performing the lane change, the Pony.ai AV came into contact with a center divider on Fremont Blvd. and the traffic sign that was posted on the divider.  The Pony.ai AV suffered moderate damage to the front of the vehicle and the undercarriage. There were no injuries and no other vehicles involved.  Fremont Police Department were called to report the incident and the damaged street sign.  Pony.ai has subsequently worked with local authorities to resolve all issues related to the damaged sign."
367,Zoox,Conventional,Making Left Turn,Proceeding Straight,Clear,Daylight,Broadside,"A Zoox vehicle was in manual mode making a left turn from Lemon St. onto Oakdell St.. A passenger vehicle passed through a stop sign without slowing and made contact with the rear and left side of the Zoox vehicle. The Zoox vehicle incurred minor damage to its rear, left bumper and rear sensor. There were no injuries and the police were not called."
368,Google,Autonomous,Proceeding Straight,Unknown,Clear,Dusk-Street Lights,Other,"On November 4, 2021 at 6:41 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA made contact with a fixed object at the intersection of Icehouse Alley and Green Street.  The Waymo AV was traveling eastbound on Green Street when the vehicle approached a partially covered manhole. The manhole cover made contact with the underside of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV sustained minor damage to the underside of the car. "
369,Google,Autonomous,Stopped,Proceeding Straight,Cloudy,Daylight,Rear End,"On November 6, 2021 at 4:28 PM PDT a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle on Powell Street at Pacific Avenue. The Waymo AV was traveling in autonomous mode southbound on Powell Street when it activated its right turn signal and prepared to make a right turn onto Pacific Avenue. The Waymo AV stopped to yield to a pedestrian who was in the adjacent crosswalk on Pacific Avenue. A passenger vehicle behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV sustained minor damage to its rear bumper, and the trailing passenger vehicle sustained minor damage to its front bumper."
370,Google,Autonomous,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Side Swipe,"On November 6, 2021 at 1:50 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at Waller Street at Alpine Terrace. The Waymo AV was traveling westbound on Waller Street when it yielded to an oncoming passenger vehicle. As the passenger vehicle passed the stopped Waymo AV, its driver side rearview mirror made contact with a Waymo AV sensor. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). Both vehicles sustained minor damage."
372,Google,Autonomous,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"On November 12, 2021 at 1:23 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at Divisadero Street at Turk Street.  The Waymo AV was stopped at a red light on Divisadero Street at Turk Street. When the traffic light turned green, the passenger vehicle behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV sustained minor damage, and the trailing passenger vehicle sustained minor damage. "
373,Cruise,Autonomous,Proceeding Straight,Stopped,Clear,Daylight,Side Swipe,"A Cruise autonomous vehicle (Cruise AV), operating in supervised autonomous mode, was traveling westbound on Ocean Avenue between Lee Avenue and Harold Avenue. The Cruise AV was traveling 18.8 mph upon coming to the intersection with Lee Avenue on a green light. As the Cruise AV entered the intersection, a 2014 Audi made a prohibited left turn from the rightmost westbound lane on Ocean Ave. The Cruise AV hard braked prior to the Cruise AV operator disengaging the Cruise AV from autonomous mode. The Cruise AV operator continued to hard brake while steering away from the approaching vehicle but, shortly thereafter, the 2014 Audi made contact with the Cruise AV, damaging the front right of the Cruise AV and the front left bumper of the 2014 Audi. The Cruise AV was traveling 11.4 mph at the time of contact. Police were not called to the scene and no injuries were reported."
374,Cruise,Autonomous,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Side Swipe,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was at a complete stop in response to a red light on southbound 4th Avenue at the intersection with Geary Boulevard. Another vehicle approaching from the rear made contact with the Cruise AV's rear bumper, damaging the rear bumper. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called."
375,Google,Autonomous,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"On November 15, 2021 at 2:20 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at Noriega Street at 40th Avenue. The Waymo AV was stopped at a stop sign at Noriega Street at 40th Avenue when a passenger vehicle made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV?s rear bumper and undercarriage sustained moderate damage, and the passenger vehicle?s front bumper and hood sustained moderate damage."
376,Google,Conventional,Stopped,Entering Traffic,Clear,Daylight,Side Swipe,"On November 20, 2021 at 11:11 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving an SUV on the 1700 block of Steiner Street. The Waymo AV was in autonomous mode and traveling northbound on Steiner Street as it crossed the intersection at Post Street. An SUV then turned right from Post Street onto Steiner Street and began closely following the Waymo AV. The Waymo AV test driver then took manual control and stopped the Waymo AV. The SUV then stopped, reversed, and drove around the Waymo AV and made contact with the Waymo AV?s driver side rear fender. At the time of the impact the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage and the SUV left the scene without exchanging information."
377,Cruise,Autonomous,Proceeding Straight,Making Left Turn,Clear,Daylight,Side Swipe,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on southbound Cayuga Street at the intersection with Geneva Street. As the Cruise AV entered the intersection on a green light and continued southbound on Cayuga Street, a Honda Civic traveling northbound on Cayuga Street initiated an unprotected left turn in the intersection. The Cruise AV hard braked but, shortly thereafter, the Honda Civic made contact with the Cruise AV, damaging the back left bumper of the Cruise AV. Police were not called to the scene and no injuries were reported."
378,Google,Conventional,Making Right Turn,Unknown,Clear,Daylight,Hit Object,"On November 25, 2021 at 1:31 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA made contact with a curb at 32nd Avenue and Taraval Street. While in manual mode, the Waymo AV test driver was completing a right turn from northbound 32nd Avenue onto eastbound Taraval Street when the Waymo AV?s passenger side rear tire made contact with the curb at the corner of the intersection. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV?s passenger side rear tire and wheel sustained minor damage."
